CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Tear Gas,,,,,,,,,,
Portland,federal courthouse,,OR,US,2020-07-04,,,,,,,general protesters,antiracism; against police brutality,1,protest,21,,,1,1,1,https://lmtribune.com/northwest/portland-protesters-clash-with-police-throw-fireworks/article_16d4ef24-e46b-5436-a595-400179b1cc29.html,https://www.kdrv.com/content/news/571642042.html,,police declared a riot,1,,,,,,,,,,
Raleigh,Executive Mansion,,NC,US,2020-07-04,,,,,,,N.C. Born,"against systemic racism, against state Senate Bill 168",1,occupation; march,,,,,1,1,https://www.heraldsun.com/news/local/article244005267.html,,,article notes that this was the 35th consecutive day of BLM protests in Raleigh,,,,,,,,,,,
Richland,John Dam Plaza,,WA,US,2020-07-04,,,,,,,Blackformation,antiracism; against police brutality,1,protest,,,,,1,1,https://www.tri-cityherald.com/news/local/article243956837.html,,,,,,,,,,,,,,
Ridgewood,downtown,Bergen,NJ,US,2020-07-04,A few dozen or so; some 50,30,,50,,,Ridgewood 4 Black Liberation,antiracism; against police brutality,1,protest,1,0,0,0,1,1,https://dailyvoice.com/new-jersey/ridgewood/police-fire/woman-arrested-during-ridgewood-blm-march-protesters-demand-reparations-school-system-reform/790349/,https://www.northjersey.com/story/news/2020/07/06/ridgewood-nj-police-should-probed-black-lives-matter-arrest/5387013002/,https://www.northjersey.com/story/news/bergen/ridgewood/2020/07/04/black-lives-matter-protest-ridgewood-nj-arrest/5376897002/,,0,,,,,,,,,,
Rowland,Southside-Ashpole Park,,NC,US,2020-07-04,about 40,40,,40,,,general protesters,"against social injustice, against racism",1,march,,,,,1,1,https://www.robesonian.com/news/135870/pembroke-officials-uncp-student-leaders-meet-in-effort-to-move-forward-after-june-26-march,,,,,,,,,,,,,,
Sacramento,Tower Bridge,,CA,US,2020-07-04,,,,,,,Youth March 4 Black Freedom,abolish the police; antiracism; against police brutality,1,march; protest,0,0,0,0,1,1,https://www.sacbee.com/news/local/article244007982.html,,,,0,,,,,,,,,,
Sacramento,Capitol,,CA,US,2020-07-04,about 200,200,,200,,,general protesters,against racial discrimination,1,protest,,,,1,1,1,https://www.ksbw.com/article/junipero-serra-statue-taken-down-protesters-capitol-chp-says/33218806,https://www.latimes.com/world-nation/story/2020-07-05/statue-of-missionary-toppled-in-california-protest,https://www.instagram.com/p/CBwSae9BFWI/,protesters tore down a statue of Junipero Serra,,,,,,,,,,,
Salem,"State Capitol, Court Street",,OR,US,2020-07-04,,,,,,,Salem Community Organizers,antiracism; against police brutality,1,protest,,,,,1,1,https://www.statesmanjournal.com/story/news/2020/07/02/part-court-street-salem-closed-saturday-black-lives-matter-rally/5369401002/,,,,,,,,,,,,,,
Salinas,intersection of South Main Street and Blanco Road,,CA,US,2020-07-04,,,,,,,general protesters; League of United Latin American Citizens,"""to call for a congressional investigation into the case of Vanessa Guillen""",1,protest,0,0,0,0,1,1,https://kion546.com/news/2020/07/04/salinas-protesters-join-call-for-congressional-investigation-into-disappearance-of-vanessa-guillen/,,,,0,,,,,,,,,,
San Francisco,,,CA,US,2020-07-04,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://www.mtshastanews.com/zz/news/20200704/we-refuse-to-celebrate-july-4th-protesters-say-not-all-americans-are-free,,,,,,,,,,,,,,
San Francisco,Ferry Building to City Hall,,CA,US,2020-07-04,,,,,,,general protestors,antiracism; support Black community,1,march,,,,,0,1,https://sf.funcheap.com/4th-july-assemble-equity-march/,,,,,,,,,,,,,,
San Francisco,Eureka Valley Baseball Diamond,,CA,US,2020-07-04,,,,,,,Harvey Milk Civil Rights Academy Community,antiracism; support Black community,1,protest,,,,,0,1,https://www.instagram.com/p/CCEUNKBBwxA/?igshid=1c4id7b7enin0,,,,,,,,,,,,,,
San Francisco,San Francisco International Airport,,CA,US,2020-07-04,,,,,,,general protestors,antiracism; protest racial injustice,1,protest,,,,,1,1,https://www.instagram.com/p/CCFecFzhy_R/,,,,,,,,,,,,,,
San Jose,Backesto Park,,CA,US,2020-07-04,,,,,,,general protestors,antiracism; against police brutality,1,protest,,,,,1,1,https://www.instagram.com/p/CCDAWqIhzTU/,,,,,,,,,,,,,,
San Jose,City Hall,,CA,US,2020-07-04,,,,,,,general protestors,antiracism; against police brutality,1,protest,,,,,0,1,https://www.instagram.com/p/CCDAWqIhzTU/,,,,,,,,,,,,,,
San Rafael,Northgate Mall,,CA,US,2020-07-04,,,,,,,Community Action Marin,pro racial justice; pro economic equality,1,caravan,,,,,1,1,https://camarin.org/july-4th-calls-for-strong-democracy/,,,,,,,,,,,,,,
Sarasota,,,FL,US,2020-07-04,,,,,,,Sarasota Patriots,support for US,1,rally,0,0,0,0,1,1,https://www.bradenton.com/latest-news/article244002992.html,https://www.bradenton.com/news/local/article244000857.html,,,0,,,,,,,,,,
Sarasota,,,FL,US,2020-07-04,about 40,40,,40,,,Rodney Mitchell Foundation; general protesters,"""to call attention to Black Americans who have died as a result of contact with police""",1,protest; rally,0,0,0,0,1,1,https://www.heraldtribune.com/story/news/local/sarasota/2020/07/04/sarasota-protesters-remember-rodney-mitchell-in-july-4-marked-by-activism/41969001/,https://www.bradenton.com/latest-news/article244002992.html,https://www.bradenton.com/news/local/article244000857.html,,0,,,,,,,,,,
Seattle,23rd and Union,,WA,US,2020-07-04,,,,,,,King County Equity Now Coalition,"""4th of YouLie;"" ""shift the narrative surrounding the Fourth of July;"" provide education on history and gentrification of Central District neighborhood",1,protest; rally,0,0,0,0,1,1,https://www.capitolhillseattle.com/2020/07/independence-day-in-seattle-a-4th-of-youlie-rally-in-the-central-district-as-coalition-marks-win-vs-predatory-development/,,,,0,,,,,,,,,,
Seattle,I-5,,WA,US,2020-07-04,,,,,,,general protesters,antiracism; against police brutality,1,protest; roadblock,1,2,0,0,1,1,https://www.kgw.com/article/news/local/protests/interstate-5-driver-seattle-protesters-struck-court-monday/281-616b4fd5-50d1-48b1-8ffd-f11cf09cb0b3,https://6abc.com/vehicle-strikes-multiple-protesters-in-washington-2-people-sent-to-hospital/6297179/,https://www.reuters.com/article/BigStory12/idUSKBN2450MS,injuries occurred when a driver intentionally drove into protesters; one was killed; many additional articles detailing the event,0,https://www.kuow.org/stories/driver-plows-into,https://www.capitolhillseattle.com/2020/07/driver-smashes-into-seattle-black-lives-matter-crowd-during-i-5-protest/,https://www.king5.com/article/news/local/protests/protesters-hit-by-car-on-i-5/281-50f663e8-7adf-4a1a-873d-96540dbc624b,https://abcnews.go.com/US/vehicle-strikes-multiple-protesters-washington-hospital/story?id=71606896,https://www.henryherald.com/news/world_nation/seattle-protesters-struck-by-car-suspect-in-custody-police-say/article_b96e1ed4-4e9b-5aa3-b9f1-ca9bad0f3d7a.html,https://www.bbc.co.uk/news/world-us-canada-53291289,https://www.foxnews.com/us/2-women-hit-by-car-on-seattle-highway-closed-amid-protests,https://www.nbcnews.com/news/us-news/two-protesters-seattle-seriously-injured-when-hit-car-closed-highway-n1232907,https://www.cbsnews.com/news/seattle-car-drives-into-protesters-i-5-today-2020-07-04/,https://www.aljazeera.com/news/2020/07/car-slams-protesters-closed-seattle-highway-200704141653521.html
Sister Bay,Bay Shore drive,,GA,US,2020-07-04,,,,,,,general protesters,"against racism, against police violence",0,demonstrations ,,,,,1,1,https://www.sheboyganpress.com/story/news/local/door-co/2020/07/08/sister-bay-black-lives-matter-protests-met-harassment-threats/5390953002/,,,,,,,,,,,,,,
Stone Mountain,Stone Mountain Park,,GA,US,2020-07-04,200-plus,200,,200,,,general protesters,for removal of Confederate monument,1,demonstration,,,,,1,1,https://dailytimes.com/video_a4ee9658-c053-11ea-84de-f7a641b84f1b.html,https://www.youtube.com/watch?v=WijaVR9clfc,https://www.youtube.com/watch?v=1H_S3YyXz8U,protesters were heavily armed,,,,,,,,,,,
St. Louis,Central West End,,MO,US,2020-07-04,about 200,200,,200,,,general protesters,"""to demand the resignation of Mayor Lyda Krewson and an end to police violence""",1,protest,0,0,0,0,1,1,https://www.stltoday.com/news/local/govt-and-politics/protesters-return-to-central-west-end-earlier-protest-condemns-israeli-annexation-plans/article_ed3d3b59-408d-5d01-b332-1da8403c21f8.html,,,,0,,,,,,,,,,
Tampa,Spruce and Dale Mabry intersection,,FL,US,2020-07-04,about 75,75,,75,,,general protesters,"""Fourth of July Canceled;"" no racist police",1,protest,3,0,0,0,1,1,https://www.wtsp.com/article/news/local/protests/tampa-bay-protests-shut-down-traffic/67-75cc5351-3edd-4753-9b28-dc32cc98a776,,,,1,,,,,,,,,,
Tampa,S Tampa St and E Brorein St,,FL,US,2020-07-04,,,,,,,local vegan restaurants,antiracism; boycott the 4th of July,1,protest,,,,,1,1,https://www.cltampa.com/news-views/local-news/article/21139106/a-boycott-the-4th-protest-is-happening-in-tampa-this-weekend,,,,,,,,,,,,,,
Vallejo,Waterfront,,CA,US,2020-07-04,,,,,,,general protestors,antiracism; seek racial justice,1,march,,,,,1,1,https://www.instagram.com/p/CCJ2CqqhSD_/,,,,,,,,,,,,,,
Walnut Creek,City Hall,,CA,US,2020-07-04,,,,,,,general protestors,antiracism; against white supremacy,1,protest,,,,,1,1,https://www.instagram.com/p/CBxXtbuBRwo/,,,,,,,,,,,,,,
Washington,,,DC,US,2020-07-04,,,,,,,Freedom Fighters D.C.,"""Juliberation"" march; antiracism; against police brutality",1,protest,,,,,1,1,https://www.mtshastanews.com/zz/news/20200704/we-refuse-to-celebrate-july-4th-protesters-say-not-all-americans-are-free,https://twitter.com/FordFischer/status/1279614401008599041,https://www.northjersey.com/story/news/2020/07/03/civil-rights-black-lives-matter-protesters-build-1960-s-movement/5356338002/,article mentions that several protests were planned in DC for this day,,https://www.palmbeachpost.com/zz/news/20200704/we-refuse-to-celebrate-july-4th-protesters-say-not-all-americans-are-free,,,,,,,,,
Washington,U.S. Supreme Court,,DC,US,2020-07-04,,,,,,,general protesters,antiracism; against police brutality,1,sit-in,,,,,1,1,https://www.mtshastanews.com/zz/news/20200704/we-refuse-to-celebrate-july-4th-protesters-say-not-all-americans-are-free,,,article mentions that several protests were planned in DC for this day,,,,,,,,,,,
West Palm Beach,West Palm Beach County Courthouse,,FL,US,2020-07-04,about 60,60,,60,,,Black Lives Matter Alliance of Palm Beach and Black Lives Matter of South Florida,"Blackout; ""March For Peace""",1,protest,0,0,0,0,1,1,https://www.wptv.com/news/region-c-palm-beach-county/west-palm-beach/black-lives-matter-demonstrators-sit-in-at-west-palm-beach-police-department,https://www.palmbeachpost.com/story/news/politics/2020/07/04/black-lives-matter-protest-marks-independence-day-in-west-palm-beach/112287478/,,,0,,,,,,,,,,
West Palm Beach,Palm Beach County Courthouse,,FL,US,2020-07-05,about 60,60,,60,,,general protesters; Laura Sanchez organizer,March for Peace - Prisoner for a Day,1,protest,0,0,0,0,1,1,https://www.palmbeachpost.com/story/news/politics/2020/07/04/black-lives-matter-protest-marks-independence-day-in-west-palm-beach/112287478/,,,,0,,,,,,,,,,
Williamsburg,Merchants Square,,VA,US,2020-07-04,,,,,,,general protesters,"against racism, against police brutality",1,protest,,,,,1,1,https://www.wtkr.com/sports/tribe-sprinter-felecia-hayes-hosts-protests-every-week-for-4-months-straight,,,,,,,,,,,,,,
Woodstock,,,NY,US,2020-07-04,,,,,,,general protesters,"for racial justice, against police violence",1,rally,,,,,1,1,https://www.dailyfreeman.com/news/local-news/snapshot-wake-up-whats-next-black-lives-matter-rally-in-woodstock/article_03f1831a-bf0d-11ea-8518-bb6f0e30b860.html,,,,,,,,,,,,,,
Athens,,,OH,US,2020-07-05,,,,,,,general protesters,"for BLM, antiracism ",0,protest,,,,,1,1,https://www.athensnews.com/news/local/defend-the-police-and-blm-rallies-take-to-uptown/article_dd6f5e22-39e5-56e0-9100-a04db8b529fb.html,,,,,,,,,,,,,,
Bryan,Texas Ave,,TX,US,2020-07-05,,,,,,,Voices for the Cause,"for justice for slain soldier Vanessa Guillen, for Black Lives Matter",1,protest,,,,,1,1,https://www.kbtx.com/2020/07/06/a-second-vanessa-guillen-demonstration-took-place-on-sunday-in-bryan/,,,,,,,,,,,,,,
Carmel,sidewalk surrounding St. Elizabeth Seton Catholic Church,,IN,US,2020-07-05,,,,,,,Carmel Against Racial Injustice,"remove Bishop Timothy L. Doherty ""he compared Black Lives Matter demonstrators to ""maggots and parasites"" in a since-deleted post on the church's website""",1,protest,0,0,0,0,1,1,https://www.abc15.com/news/america-in-crisis/indiana-pastor-refers-to-black-lives-matter-demonstrators-as-maggots-and-parasites,,,,0,,,,,,,,,,
Chicago,Mann Park,,IL,US,2020-07-05,count video,40,,50,,,Bridges//Puentes: Justice Collective of the Southeast,"for environmental justice, against racism, against moving metal shredder General Iron to move to South Side",1,bicycle ride; teach-in,,,,,1,1,https://twitter.com/dudgedudy/status/1279848825654476800,,,,,,,,,,,,,,
Columbia,South Carolina Statehouse,,SC,US,2020-07-05,about 20,20,,21,,,general protesters,for removal of statues of men with histories of racial injustice,1,protest,,,,,1,1,https://www.postandcourier.com/news/protesters-rally-at-sc-statehouse-demanding-removal-of-statues/article_b5a2d346-beb5-11ea-a96b-2f8abe927815.html,,,,,,,,,,,,,,
Columbus,Kings Art Complex,,OH,US,2020-07-05,count video,15,,20,,,general protesters,"for support of Black-owned businesses, Blackout 2020",1,protest,,,,,1,1,https://www.nbc4i.com/news/local-news/activists-hold-blackout-2020-protest-call-for-support-of-black-businesses/,,,,,,,,,,,,,,
El Paso,,,TX,US,2020-07-05,80 artists,80,,80,,,artists,artwork “dedicated to the abolition of immigrant detention centers and the United States culture of incarceration”,1,protest,0,0,0,0,1,1,https://www.elpasotimes.com/story/news/2020/07/04/in-plain-sight-margarita-cabrera-protest-migrant-detention-centers-skywriting/5375769002/,,,,0,,,,,,,,,,
Florissant,Florissant Police Department,,MO,US,2020-07-05,,,,,,,general protesters,against police brutality toward black person,1,protest,17,,,1,1,1,https://www.columbiamissourian.com/ap/17-arrested-tear-gassed-during-protest-outside-florissant-police-office/article_8304fad1-eb14-5cb4-b29b-a1e75dca1876.html,,,article mentions that people have been protesting there for weeks following release of video showing police officer striking a black man with his vehicle,1,,,,,,,,,,
Fort Myers,Centennial Park,,FL,US,2020-07-05,a group,,,,,,Peaceful Protest Lee County,"for Black Lives Matter, against a pro-police rally",1,counter-protest,,,,,1,1,https://www.fox4now.com/news/local-news/rally-to-support-police-meets-black-lives-matters-protestors,,,,,,,,,,,,,,
Grand Chute,,,WI,US,2020-07-05,about 50,50,,50,,,general protesters,for firing of police officer for racist and homophobic social media posts as teenager,1,protest,,,,,1,1,https://www.thenorthwestern.com/story/news/2020/07/05/50-people-gathered-sunday-call-grand-chute-fire-police-officer-racist-social-media-posts/5380343002/,,,,,,,,,,,,,,
Hewlett,,,NY,US,2020-07-05,roughly 20,20,,20,,,general protesters,against racism,1,protest,,,,,1,1,"https://www.liherald.com/fivetowns/stories/peaceful-black-lives-matter-protest-in-hewlett,126367",,,,,,,,,,,,,,
Ithaca,Ithaca Commons,,NY,US,2020-07-05,,,,,,,general protesters,"against racism, against police violence, for defunding police",1,rally; march,,,,,1,1,,,,,,,,,,,,,,,
Lexington,downtown Lexington,,KY,US,2020-07-05,,,,,,,general protesters,"""spoke against celebrating the Fourth of July due to racial injustice in the United States""",1,protest,0,0,0,0,1,1,https://www.kentucky.com/news/local/counties/fayette-county/article244006887.html,,,,0,,,,,,,,,,
Lynchburg,Miller Park,,VA,US,2020-07-05,nearly 50,45,,50,,,general protesters,for Black Lives Matter,1,march,,,,,1,1,https://newsadvance.com/news/local/watch-now-residents-march-against-racial-injustice/article_563273a2-8323-5567-b409-ae8bef038169.html,https://www.wsls.com/news/local/2020/07/06/back-the-blue-or-police-reform-dueling-rallies-cover-both-sides-of-debate/,,,,,,,,,,,,,
Madison,Strawberry Patch Park,,MS,US,2020-07-05,,,,,,,general protesters,racism and classism in the Madison Police Department,1,rally,0,0,0,0,1,1,https://www.wlbt.com/2020/06/30/party-socialism-liberation-plans-weekend-rally-madison/,,,,0,,,,,,,,,,
Mill Valley,City Hall,,CA,US,2020-07-05,,,,,,,general protestors,antiracism; against police brutality,1,protest,,,,,1,1,https://www.instagram.com/p/CCIZ1aohuUb/,,,,,,,,,,,,,,
Milwaukee,Milwaukee Police Department headquarters,,WI,US,2020-07-05,,,,,,,general protesters,"for racial justice, for LGBTQ rights",1,march,,1,,,1,1,https://www.fox6now.com/news/mpd-investigates-after-photographers-claim-harassment-by-off-duty-officer-during-march,https://www.wisn.com/article/off-duty-mpd-officer-involved-in-altercation-with-protesters/33219754,https://www.jsonline.com/story/news/local/2020/07/06/milwaukee-police-officer-accused-assault-protest-photographer/5386448002/,injury occurred when an off-duty police officer accosted the protesters and scuffled with one or two of them,,,,,,,,,,,
Nashville,Legislative Plaza,,TN,US,2020-07-05,,,,,,,general protestors,"against racism, for removal of police chief, for defunding police, for demilitarizing police, for removal of Confederate statues",1,occupation,0,0,0,0,1,1,https://www.nashvillescene.com/news/pith-in-the-wind/article/21143995/a-look-back-on-the-peoples-plaza-protest,https://www.wkrn.com/news/local-news/tennessee-state-capitol-protesters-speak-with-signs-and-messages-monday/,,,,,,,,,,,,,
New Haven,West Haven Police Department,,CT,US,2020-07-05,,,,,,,general protesters,"against police violence, for racial justice",1,protest,3,1,,,1,1,https://www.fox61.com/article/news/local/three-protesters-arrested-two-hospitalized-in-clash-with-west-haven-police/520-8f2c279f-29b2-485b-85ab,,,,,,,,,,,,,,
New York,Manhattan; St Nicholas Park,New York,NY,US,2020-07-05,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Manhattan; Washington Sq,New York,NY,US,2020-07-05,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Manhattan; Fort Tryon Park,New York,NY,US,2020-07-05,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Manhattan; 189th and Amsterdam,New York,NY,US,2020-07-05,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Manhattan; Carl Schurz Park,New York,NY,US,2020-07-05,,,,,,,general protesters,antiracism; against police brutality,1,vigil,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
Orlando,ESPN Wide World of Sports Complex,Orange,FL,US,2020-07-05,,,,,,,MLS soccer players,pro-Black Lives Matter,1,demonstration,,,,,1,1,https://twitter.com/gifdsports/status/1281021745487589376,,,taking knees; raising fists before game,1,,,,,,,,,,
New York,Manhattan; 1185 Broadway,New York,NY,US,2020-07-05,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Manhattan; 38th and 11th,New York,NY,US,2020-07-05,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Manhattan; 30th and 11th,New York,NY,US,2020-07-05,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Manhattan; 550 Washington Sq,New York,NY,US,2020-07-05,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Manhattan; 290 Broadway of Suane Reade,New York,NY,US,2020-07-05,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Manhattan; Columbus Circle,New York,NY,US,2020-07-05,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Manhattan; City Hall,New York,NY,US,2020-07-05,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Manhattan; 185th St Plaza,New York,NY,US,2020-07-05,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Manhattan; Carl Schurz Park,New York,NY,US,2020-07-05,,,,,,,general protesters,antiracism; against police brutality,1,vigil,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Bronx; Jerome Ave and 165th St,Bronx,NY,US,2020-07-05,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Brooklyn; 196 Willoughby,Kings,NY,US,2020-07-05,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Brooklyn; Brooklyn College Bedford Gates,Kings,NY,US,2020-07-05,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Brooklyn; 2146 Nostrand Ave,Kings,NY,US,2020-07-05,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Brooklyn; McCarren Park,Kings,NY,US,2020-07-05,,,,,,,general protesters,antiracism; against police brutality,1,vigil,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
Little Rock,"Walmarts in Jacksonville, Sherwood, and North Little Rock",,AR,US,2020-07-05,dozens,24,,96,,,general protesters,"for Black Lives Matter, for defunding police, against Walmart",1,march,,,,,1,1,https://www.arkansasonline.com/news/2020/jul/06/protest-again-targets-walmarts/?news,,,a group moved from store to store in the Little Rock area,,,,,,,,,,,
Oceanside,Oceanside Rd,,NY,US,2020-07-05,count pic,13,,,,,Tabletop Protests of Oceanside; Young Long Island for Justice,bringing awareness to systemic racism and ending police brutality,1,march,,,,,1,1,"https://www.liherald.com/islandpark/stories/black-lives-matter-march-held-in-oceanside,126374",,,,,,,,,,,,,,
Pauls Valley,Wacker Park,,OK,US,2020-07-05,,,,,,,general protestors,antiracism; against police brutality,1,protest,,,,,1,1,https://www.paulsvalleydailydemocrat.com/news/local_news/protest-returns-with-holiday-rally/article_1fa16d5b-79f3-51d4-8f4f-b823891a0bf3.html,,,,,,,,,,,,,,
Philadelphia,City Hall,,PA,US,2020-07-05,more than 200,201,,250,,,general protesters,"against racism and police brutality, for resignation of Mayor Jim Kenney",1,protest,,,,,1,1,https://6abc.com/part-of-676-temporarily-shut-down-as-protesters-march-on-highway/6300189/,https://www.phillytrib.com/news/local_news/hundreds-march-back-onto-i-676-in-philly-decrying-city-s-response-to-protests/article_b2b13586-0c43-54cd-9524-2415020aa9fd.html,,portion of Vine Street Expressway was temporarily closed by police when protesters spilled onto it,,,,,,,,,,,
Pueblo,Abriendo Ave,,CO,US,2020-07-05,dozens of protesters and supporters of the monument,24,,24,,,general protesters,supporting removal of monument if Christopher Columbus,1,protest,,,,,1,1,https://www.koaa.com/news/covering-colorado/protesters-counter-protesters-clash-over-christoper-columbus-statue-in-downtown-pueblo,https://twitter.com/KOAAMayoDavison/status/1279823286310862848?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1279823286310862848%7Ctwgr%5E&ref_url=https%3A%2F%2Fwww.koaa.com%2Fhomepage-showcase%2Fprotesters-counter-protesters-clash-over-christoper-columbus-statue-in-downtown-pueblo,,,,,,,,,,,,,
San Francisco,2724 Pacific Ave (Nancy Pelosi's),,CA,US,2020-07-05,,,,,,,general protestors,antiracism; seek legislative relief for Blacks,1,protest,,,,,1,1,https://www.instagram.com/p/CCKuizmBmI1/,,,,,,,,,,,,,,
San Francisco,Kezar Stadium,,CA,US,2020-07-05,,,,,,,general protestors,antiracism; commemorate Black lives lost,1,run,,,,,0,1,https://sf.funcheap.com/run-ahmaud-event-fundraiser/,,,,,,,,,,,,,,
San Rafael,Sir Francis Drake & Nicasio Valley Road,,CA,US,2020-07-05,,,,,,,general protestors,antiracism; against police brutality,1,protest,,,,,1,1,https://www.instagram.com/p/CCLE9mxB8QQ/,,,,,,,,,,,,,,
South San Francisco,Municipal Hall,,CA,US,2020-07-05,,,,,,,general protestors,antiracism; against police brutality,1,protest,,,,,1,1,https://www.instagram.com/p/CCAnQEehyI5/,,,,,,,,,,,,,,
St. Louis,Capitol,,MO,US,2020-07-05,,,,,,,Take a Knee Nation; Mothers of Children Murdered by Police,antiracism; against police brutality,1,march,0,0,0,0,1,1,http://www.stlamerican.com/news/local_news/local-mothers-to-remember-sons-at-inaugural-national-march-for-mothers-of-children-killed-by/article_0d1e47e4-bb97-11ea-bc97-2be47b46fabc.html,,,,,,,,,,,,,,
Urbana,Urbana Regional Library,,IL,US,2020-07-05,about 30,30,,30,,,general protesters,"against racism, for defunding the police",1,march,,,,,1,1,https://www.fredericknewspost.com/news/culture/history/young-people-organize-third-black-lives-matter-march-in-urbana/article_bc4de8cc-917a-5eb4-9254-04a1fa14c6dc.html,,,,,,,,,,,,,,
Vacaville,Police Station to Andrew's Park,,CA,US,2020-07-05,,,,,,,general protestors,antiracism; against police brutality,1,protest,,,,,1,1,https://www.instagram.com/p/CCDAdoCBnHZ/,,,,,,,,,,,,,,
West Haven,West Haven Green,,CT,US,2020-07-05,nearly 50,50,,50,,,general protesters,antiracism; against police brutality,1,march,1,1,,,1,1,https://www.wtnh.com/news/connecticut/new-haven/protestors-police-clash-in-west-haven-rally/,https://www.wtnh.com/news/crime-news/man-claims-west-haven-police-tased-beat-him-instead-of-arresting-woman-who-drove-into-group-of-protesters/,,,,,,,,,,,,,
Bloomington,Monroe County Courthouse,Monroe,IN,US,2020-07-06,more than 300,300,,300,,,Black Lives Matter; Enough Is Enough,against racism,1,march,0,2,,,1,1,https://www.wishtv.com/news/local-news/hundreds-of-protesters-march-in-downtown-bloomington/,https://fox59.com/news/crimetracker/2-struck-by-car-in-bloomington-as-protest-wraps-up/,https://www.hoosiertimes.com/herald_times_online/free_access/live-updates-from-monday-rally-march-downtown/article_0f852832-bfd8-11ea-8a3d-87d2023a9089.html,injuries occurred when someone deliberately drove a car into protesters,,,,,,,,,,,
Brainerd,corner of 6th and Washington,,MN,US,2020-07-06,more than 50,50,,50,,,Brainerd Area Coalition for Peace,"support for Black Lives Matter, defunding police, racial justice and equity",1,vigil,,,,,1,1,https://www.brainerddispatch.com/news/6563923-Black-Lives-Matter-demonstration-draws-conflicting-groups-in-Brainerd,,,,,,,,,,,,,,
Burlington,city police station,,VT,US,2020-07-06,about 20,20,,20,,,general protesters,"against police, supporting Black Lives Matter",1,counter-protest,,,,,0,1,https://vtdigger.org/2020/07/06/police-defenders-and-protesters-exchange-harsh-words-outside-burlington-station/?is_wppwa=true&wpappninja_cache=friendly,,,,,,,,,,,,,,
El Dorado,Union County Courthouse,Union,AR,US,2020-07-06,,,,,,,general protesters,"against Confederate monument on county property, against racism, supporting Black Lives Matter",1,protest,,,,,1,1,https://www.eldoradonews.com/galleries/30136/album/,,,,,,,,,,,,,,
Eugene,Petersen Park,,OR,US,2020-07-06,hundreds,200,,200,,,Black Unity,against racial injustice,1,protest,,,,,1,1,https://www.kezi.com/content/news/Protesters-gather-to-fight-for-continued-change-against-racial-injustices-571654261.html,,,,,,,,,,,,,,
